timestamp,T_entrada_C,T_saida_C,vazao_fluido_kg_h
2026-08-01 07:22:30,121.8922,87.1965,835.3463
2026-08-01 07:23:00,121.9694,85.8215,842.9916
2026-08-01 07:23:30,122.6782,86.0317,826.8305
2026-08-01 07:24:00,122.6795,85.9919,829.1613
2026-08-01 07:24:30,121.8968,86.2530,844.8046
2026-08-01 07:25:00,122.6285,85.7406,838.8379
2026-08-01 07:25:30,122.1172,86.7764,827.8045
2026-08-01 07:26:00,121.6782,86.4181,821.1924
2026-08-01 07:26:30,121.9782,85.8022,830.6805
2026-08-01 07:27:00,122.9166,86.6790,835.8858
2026-08-01 07:27:30,122.4354,87.0154,831.7495
2026-08-01 07:28:00,121.8306,86.3492,824.4796
2026-08-01 07:28:30,122.5620,86.5603,824.8901
2026-08-01 07:29:00,122.4597,86.1645,839.0356
2026-08-01 07:29:30,121.9571,86.2071,827.7474
2026-08-01 07:30:00,121.7480,86.6619,833.0153
2026-08-01 07:30:30,121.5749,86.4219,834.0275
2026-08-01 07:31:00,121.3176,86.1581,822.4632
2026-08-01 07:31:30,121.8218,85.9211,822.8202
2026-08-01 07:32:00,122.0692,86.8314,820.6004
2026-08-01 07:32:30,122.7972,86.7834,829.3693
2026-08-01 07:33:00,122.5883,86.7021,827.8675
2026-08-01 07:33:30,122.2834,87.2085,824.6468
2026-08-01 07:34:00,121.2572,86.9543,819.9463
2026-08-01 07:34:30,122.3506,85.9986,832.9709
2026-08-01 07:35:00,121.3891,86.4552,818.3519
2026-08-01 07:35:30,122.6573,86.5444,829.0947
2026-08-01 07:36:00,122.6802,85.3544,842.1702
2026-08-01 07:36:30,122.2636,85.8524,819.4264
2026-08-01 07:37:00,122.6553,86.0522,825.8908
2026-08-01 07:37:30,122.7626,86.7400,838.3558
2026-08-01 07:38:00,122.3189,86.7554,827.4053
2026-08-01 07:38:30,122.2003,86.5101,826.9139
2026-08-01 07:39:00,121.6168,87.3249,830.3990
2026-08-01 07:39:30,122.1122,86.5563,834.8687
2026-08-01 07:40:00,121.7998,86.9502,834.4478
2026-08-01 07:40:30,121.8032,86.4890,815.9725
2026-08-01 07:41:00,121.9484,86.4593,827.1439
2026-08-01 07:41:30,121.3424,86.5974,832.9308
2026-08-01 07:42:00,122.8211,86.8737,823.5635
2026-08-01 07:42:30,122.4492,87.0235,829.4085
2026-08-01 07:43:00,122.9283,86.1622,810.0249
2026-08-01 07:43:30,122.7569,86.5044,823.3027
2026-08-01 07:44:00,122.6135,86.2114,834.2355
2026-08-01 07:44:30,122.7692,86.5305,826.1452
2026-08-01 07:45:00,122.4555,87.3685,832.6922
2026-08-01 07:45:30,123.0405,86.8405,819.1914
2026-08-01 07:46:00,122.1410,86.7958,812.5864
2026-08-01 07:46:30,122.3937,87.2535,842.8878
2026-08-01 07:47:00,122.2720,86.1795,824.9277
2026-08-01 07:47:30,123.4279,86.9462,829.9575
2026-08-01 07:48:00,122.1111,86.5095,816.1275
2026-08-01 07:48:30,123.0786,86.2097,826.9427
2026-08-01 07:49:00,121.7607,86.4685,824.5714
2026-08-01 07:49:30,122.5001,86.7303,827.1827
2026-08-01 07:50:00,122.3667,86.5768,824.1935
2026-08-01 07:50:30,121.9545,86.6258,838.0382
2026-08-01 07:51:00,122.1402,86.1537,826.5100
2026-08-01 07:51:30,122.7313,87.5017,832.0804
2026-08-01 07:52:00,122.3189,87.1344,818.3307
2026-08-01 07:52:30,122.0118,86.6741,826.0363
2026-08-01 07:53:00,122.9505,87.2727,832.9704
2026-08-01 07:53:30,122.4983,86.8386,835.5094
2026-08-01 07:54:00,122.6816,86.5394,829.6169
2026-08-01 07:54:30,123.0697,86.4618,827.5554
2026-08-01 07:55:00,123.3031,86.6854,820.0293
2026-08-01 07:55:30,121.3941,86.6138,836.2244
2026-08-01 07:56:00,122.4904,86.8102,830.8776
2026-08-01 07:56:30,121.7126,86.4192,815.8053
2026-08-01 07:57:00,123.9209,87.0193,803.5283
2026-08-01 07:57:30,122.6401,86.7750,830.5031
2026-08-01 07:58:00,123.0581,86.8225,830.2485
2026-08-01 07:58:30,122.2647,85.9555,818.5380
2026-08-01 07:59:00,122.4072,86.7907,826.7145
2026-08-01 07:59:30,123.1412,86.0205,839.2785
2026-08-01 08:00:00,122.8556,86.4923,818.6407
2026-08-01 08:00:30,123.4435,86.5325,810.6237
2026-08-01 08:01:00,122.1939,86.0943,820.0470
2026-08-01 08:01:30,122.5085,86.5874,825.3700
2026-08-01 08:02:00,122.8804,86.0642,833.1718
2026-08-01 08:02:30,122.9630,86.6662,820.6218
2026-08-01 08:03:00,122.8461,86.5336,831.0079
2026-08-01 08:03:30,121.9811,87.1995,822.4803
2026-08-01 08:04:00,122.1775,86.7857,831.8363
2026-08-01 08:04:30,122.8258,86.9992,818.6346
2026-08-01 08:05:00,121.8894,86.4889,825.1445
2026-08-01 08:05:30,122.2240,86.4108,818.9965
2026-08-01 08:06:00,122.6917,86.2048,826.9306
2026-08-01 08:06:30,122.2909,86.3771,815.4655
2026-08-01 08:07:00,122.7994,87.0390,827.4801
2026-08-01 08:07:30,122.6458,86.6011,811.7430
2026-08-01 08:08:00,122.3023,87.1409,819.1330
2026-08-01 08:08:30,122.3198,86.3948,824.7282
2026-08-01 08:09:00,123.3467,85.6589,827.1945
2026-08-01 08:09:30,122.9054,87.0391,830.5502
2026-08-01 08:10:00,122.8426,86.4773,815.7296
2026-08-01 08:10:30,122.7519,87.0334,814.8990
2026-08-01 08:11:00,122.2762,86.3018,825.3000
2026-08-01 08:11:30,122.4531,87.1035,825.7466
2026-08-01 08:12:00,121.5403,86.2021,814.2445
2026-08-01 08:12:30,122.4277,86.6551,822.6727
2026-08-01 08:13:00,122.4413,86.0242,818.9028
2026-08-01 08:13:30,123.0307,87.1088,829.3979
2026-08-01 08:14:00,122.4599,86.2541,822.4957
2026-08-01 08:14:30,123.1596,86.7530,839.4330
2026-08-01 08:15:00,122.6418,87.4364,823.0314
2026-08-01 08:15:30,122.8509,86.2747,825.0510
2026-08-01 08:16:00,122.7660,87.0148,824.2734
2026-08-01 08:16:30,123.1363,86.8595,812.8471
2026-08-01 08:17:00,123.3944,87.0283,797.9494
2026-08-01 08:17:30,122.3025,86.7003,816.5784
2026-08-01 08:18:00,123.6805,86.8380,829.1421
2026-08-01 08:18:30,122.3770,86.5772,815.7311
2026-08-01 08:19:00,122.7179,87.0739,817.8153
2026-08-01 08:19:30,122.5501,86.9162,825.8073
2026-08-01 08:20:00,123.5730,87.2629,827.0950
2026-08-01 08:20:30,122.2931,86.2734,819.8907
2026-08-01 08:21:00,123.1867,86.9400,824.2756
2026-08-01 08:21:30,121.7281,86.9350,823.1526
2026-08-01 08:22:00,123.2435,86.5470,815.4450
2026-08-01 08:22:30,122.7451,87.0406,825.7721
2026-08-01 08:23:00,122.6577,87.0740,819.3174
2026-08-01 08:23:30,122.5032,86.5893,828.6741
2026-08-01 08:24:00,122.8199,87.0155,822.5169
2026-08-01 08:24:30,122.6797,86.4305,831.8280
2026-08-01 08:25:00,122.1157,87.1536,809.1176
2026-08-01 08:25:30,122.4726,87.0365,813.0090
2026-08-01 08:26:00,123.2681,87.5063,829.5706
2026-08-01 08:26:30,122.6714,87.2241,812.3586
2026-08-01 08:27:00,122.4812,87.8590,825.0284
2026-08-01 08:27:30,122.9034,87.2126,814.9355
2026-08-01 08:28:00,123.1281,86.9135,812.4272
2026-08-01 08:28:30,123.2124,86.6657,815.6798
2026-08-01 08:29:00,123.0598,86.7739,819.1703
2026-08-01 08:29:30,123.4988,87.6099,804.2775
2026-08-01 08:30:00,122.9224,87.2460,812.9342
2026-08-01 08:30:30,122.7831,86.3326,822.6258
2026-08-01 08:31:00,123.3412,87.7069,827.3976
2026-08-01 08:31:30,122.5534,87.5279,807.4796
2026-08-01 08:32:00,122.7088,86.6016,811.3335
2026-08-01 08:32:30,122.1175,86.6534,804.4605
2026-08-01 08:33:00,123.8241,87.0008,822.7852
2026-08-01 08:33:30,123.9628,87.0128,806.1009
2026-08-01 08:34:00,122.8356,87.5776,822.3910
2026-08-01 08:34:30,123.3078,87.3108,801.1773
2026-08-01 08:35:00,123.2787,86.9518,824.6555
2026-08-01 08:35:30,123.0264,86.7686,809.3967
2026-08-01 08:36:00,123.5422,86.0028,816.9103
2026-08-01 08:36:30,122.3047,86.6438,809.7109
2026-08-01 08:37:00,122.8474,87.3756,802.4046
2026-08-01 08:37:30,121.8989,87.2579,814.4920
2026-08-01 08:38:00,122.4394,87.0025,800.2118
2026-08-01 08:38:30,122.1345,87.0593,804.6929
2026-08-01 08:39:00,122.0309,86.6701,821.9322
2026-08-01 08:39:30,122.7044,86.2494,813.8614
2026-08-01 08:40:00,123.1369,87.3217,804.4143
2026-08-01 08:40:30,122.6240,86.0766,803.1635
2026-08-01 08:41:00,122.6863,87.1939,821.5166
2026-08-01 08:41:30,122.5936,87.7582,813.8249
2026-08-01 08:42:00,123.0333,86.4624,812.5883
2026-08-01 08:42:30,122.6628,86.9799,817.1467
2026-08-01 08:43:00,122.4638,86.6546,805.5987
2026-08-01 08:43:30,123.4351,86.4822,816.0350
2026-08-01 08:44:00,122.5346,86.3502,806.6282
2026-08-01 08:44:30,122.3367,86.6617,806.9071
2026-08-01 08:45:00,123.3443,87.2496,810.4071
2026-08-01 08:45:30,122.1341,87.0729,785.6844
2026-08-01 08:46:00,123.5923,86.6972,809.9009
2026-08-01 08:46:30,122.4662,87.3159,824.3593
2026-08-01 08:47:00,123.0208,87.0791,823.0630
2026-08-01 08:47:30,122.4849,87.5015,843.8774
2026-08-01 08:48:00,122.9900,87.4326,809.2693
2026-08-01 08:48:30,122.7244,86.8449,814.5337
2026-08-01 08:49:00,122.4949,87.3513,799.0747
2026-08-01 08:49:30,122.1856,86.7687,804.7969
2026-08-01 08:50:00,122.7182,86.5682,797.3744
2026-08-01 08:50:30,123.2272,86.9089,810.0818
2026-08-01 08:51:00,123.3279,87.0986,798.5201
2026-08-01 08:51:30,122.6325,86.9600,822.8418
2026-08-01 08:52:00,122.6346,86.9519,816.8524
2026-08-01 08:52:30,122.9064,87.1931,796.1333
2026-08-01 08:53:00,122.9951,86.3781,812.9002
2026-08-01 08:53:30,122.9935,87.3226,810.7732
2026-08-01 08:54:00,122.7789,87.1327,810.7122
2026-08-01 08:54:30,122.8138,86.9644,806.4062
2026-08-01 08:55:00,122.8535,87.8803,814.1284
2026-08-01 08:55:30,121.7901,86.9648,810.9467
2026-08-01 08:56:00,122.7954,86.4347,795.5523
2026-08-01 08:56:30,123.3897,85.7430,780.0391
2026-08-01 08:57:00,123.6956,87.4483,795.9633
2026-08-01 08:57:30,123.5875,86.7720,795.4324
2026-08-01 08:58:00,123.0446,87.1300,793.2388
2026-08-01 08:58:30,122.4053,87.6071,799.0513
2026-08-01 08:59:00,122.7260,87.5515,794.2563
2026-08-01 08:59:30,122.6191,86.9798,797.1080
2026-08-01 09:00:00,122.2955,87.2168,795.0253
2026-08-01 09:00:30,122.5289,86.7393,808.4722
2026-08-01 09:01:00,122.6354,87.1330,783.1183
2026-08-01 09:01:30,122.3024,86.8570,800.7189
2026-08-01 09:02:00,123.4659,86.6187,816.7209
2026-08-01 09:02:30,123.3038,86.8951,801.9512
2026-08-01 09:03:00,122.9744,86.7309,789.4772
2026-08-01 09:03:30,123.1894,86.9047,792.6367
2026-08-01 09:04:00,123.1511,86.8160,795.8504
2026-08-01 09:04:30,122.6309,87.6467,799.0545
2026-08-01 09:05:00,123.8966,87.2454,796.0081
2026-08-01 09:05:30,122.6122,87.0851,802.0054
2026-08-01 09:06:00,122.1619,87.0692,809.1588
2026-08-01 09:06:30,123.0758,87.4515,792.5828
2026-08-01 09:07:00,123.2765,86.1375,794.6404
2026-08-01 09:07:30,122.8426,86.5753,795.3435
2026-08-01 09:08:00,123.6150,87.2149,810.1605
2026-08-01 09:08:30,123.0821,86.4381,801.9320
2026-08-01 09:09:00,122.5804,87.4637,796.3845
2026-08-01 09:09:30,122.6928,87.4712,800.2529
2026-08-01 09:10:00,123.0629,86.7865,797.8540
2026-08-01 09:10:30,123.0277,86.9204,799.0446
2026-08-01 09:11:00,123.5929,86.9445,801.3953
2026-08-01 09:11:30,123.4023,87.9108,793.5904
2026-08-01 09:12:00,122.1997,87.4247,810.0126
2026-08-01 09:12:30,122.8978,86.9393,789.4042
2026-08-01 09:13:00,122.3593,86.8086,794.0658
2026-08-01 09:13:30,123.7085,87.5439,792.4338
2026-08-01 09:14:00,122.4909,87.4179,791.3875
2026-08-01 09:14:30,123.0771,87.0535,784.2537
2026-08-01 09:15:00,122.6254,87.3995,784.5300
2026-08-01 09:15:30,121.9833,86.9685,802.3203
2026-08-01 09:16:00,122.3431,86.3462,797.5152
2026-08-01 09:16:30,122.8443,86.9678,787.0661
2026-08-01 09:17:00,123.2513,86.4752,789.2117
2026-08-01 09:17:30,123.2306,86.4407,789.8894
2026-08-01 09:18:00,122.2977,87.4686,797.9263
2026-08-01 09:18:30,123.1176,86.9641,799.7462
2026-08-01 09:19:00,123.4338,86.2746,786.4609
2026-08-01 09:19:30,123.2130,87.0345,787.3744
2026-08-01 09:20:00,122.7736,86.8346,785.5545
2026-08-01 09:20:30,122.9762,86.5656,791.7157
2026-08-01 09:21:00,123.0260,87.5856,800.6173
2026-08-01 09:21:30,123.6459,86.7800,804.3374
2026-08-01 09:22:00,123.7955,86.0158,774.4456
2026-08-01 09:22:30,123.2648,87.1774,785.3130
2026-08-01 09:23:00,122.9665,86.6583,789.0678
2026-08-01 09:23:30,122.9216,87.2900,785.4038
2026-08-01 09:24:00,122.9708,87.1558,783.1118
2026-08-01 09:24:30,123.0344,86.3823,793.6910
2026-08-01 09:25:00,122.6708,86.9952,785.4324
2026-08-01 09:25:30,123.9101,86.4192,778.4507
2026-08-01 09:26:00,122.5271,86.9576,786.0868
2026-08-01 09:26:30,123.5679,87.1594,779.7931
2026-08-01 09:27:00,121.8182,87.1007,803.7666
2026-08-01 09:27:30,122.7763,87.3430,771.0272
2026-08-01 09:28:00,122.7415,86.8403,797.1880
2026-08-01 09:28:30,123.0221,87.2843,799.9761
2026-08-01 09:29:00,122.7223,87.2697,790.4320
2026-08-01 09:29:30,123.5941,86.5947,765.9263
2026-08-01 09:30:00,122.7766,86.2663,782.7514
2026-08-01 09:30:30,122.3797,87.0792,791.1333
2026-08-01 09:31:00,122.4079,87.1275,792.3315
2026-08-01 09:31:30,122.6509,87.0321,786.1673
2026-08-01 09:32:00,123.2460,87.1595,789.5308
2026-08-01 09:32:30,123.3329,87.1403,797.0682
2026-08-01 09:33:00,122.2753,86.4368,787.7727
2026-08-01 09:33:30,122.4727,87.5360,783.8815
2026-08-01 09:34:00,122.3361,85.5071,782.8353
2026-08-01 09:34:30,122.7223,86.4930,781.5249
2026-08-01 09:35:00,123.3421,87.5495,777.9070
2026-08-01 09:35:30,122.9429,87.4116,782.8942
2026-08-01 09:36:00,123.1282,87.0214,778.4894
2026-08-01 09:36:30,123.2225,87.1852,787.7532
2026-08-01 09:37:00,122.5516,86.3440,761.5395
2026-08-01 09:37:30,122.2003,86.9885,782.6491
2026-08-01 09:38:00,122.5429,86.4700,783.4697
2026-08-01 09:38:30,123.2429,87.5513,775.5855
2026-08-01 09:39:00,123.1294,87.0425,778.1011
2026-08-01 09:39:30,122.8631,86.7906,782.9564
2026-08-01 09:40:00,123.2935,87.3860,777.3785
2026-08-01 09:40:30,122.8874,86.9978,781.9007
2026-08-01 09:41:00,122.6441,86.9068,772.1370
2026-08-01 09:41:30,122.0210,87.4727,765.7567
2026-08-01 09:42:00,123.4364,86.7212,761.4240
2026-08-01 09:42:30,122.7480,86.6255,767.0270
2026-08-01 09:43:00,122.5656,86.2016,782.3984
2026-08-01 09:43:30,122.7351,86.5656,767.6201
2026-08-01 09:44:00,123.5309,86.6775,784.3169
2026-08-01 09:44:30,123.2729,86.6241,760.2947
2026-08-01 09:45:00,122.5916,86.3125,768.0557
2026-08-01 09:45:30,123.0015,87.0574,784.1089
2026-08-01 09:46:00,123.3751,86.9061,777.6455
2026-08-01 09:46:30,122.9301,86.7686,779.9901
2026-08-01 09:47:00,122.8115,86.1515,783.8488
2026-08-01 09:47:30,121.7008,86.3060,794.8202
2026-08-01 09:48:00,123.3635,86.6743,782.1036
2026-08-01 09:48:30,122.2211,86.0067,772.3396
2026-08-01 09:49:00,121.7945,86.6857,772.3957
2026-08-01 09:49:30,121.8223,87.0780,769.6121
2026-08-01 09:50:00,122.2914,87.4336,780.2767
2026-08-01 09:50:30,122.9563,86.5371,783.7159
2026-08-01 09:51:00,123.2881,86.3666,770.5507
2026-08-01 09:51:30,122.8729,87.4622,778.6053
2026-08-01 09:52:00,123.5641,86.6361,776.7810
2026-08-01 09:52:30,122.4890,86.7012,773.1620
2026-08-01 09:53:00,122.5688,86.9067,779.2022
2026-08-01 09:53:30,121.7456,86.6698,774.2273
2026-08-01 09:54:00,122.3851,86.4218,767.0495
2026-08-01 09:54:30,121.6460,86.3783,776.8256
2026-08-01 09:55:00,121.9902,86.9549,786.0269
2026-08-01 09:55:30,122.9700,86.6050,776.5153
2026-08-01 09:56:00,121.8053,87.0048,772.5847
2026-08-01 09:56:30,121.8486,87.0124,789.4237
2026-08-01 09:57:00,121.7575,87.3063,787.7996
2026-08-01 09:57:30,123.0184,86.6897,765.7858
2026-08-01 09:58:00,123.4433,86.0663,772.7919
2026-08-01 09:58:30,122.5801,86.4853,769.5761
2026-08-01 09:59:00,123.0825,85.7953,777.1465
2026-08-01 09:59:30,122.0226,86.3469,779.3454
2026-08-01 10:00:00,123.2130,86.8144,770.6667
2026-08-01 10:00:30,122.2337,87.2205,778.2744
2026-08-01 10:01:00,122.9187,86.4273,765.7088
2026-08-01 10:01:30,122.5646,86.8580,785.2975
2026-08-01 10:02:00,121.6125,86.2194,765.4549
2026-08-01 10:02:30,122.1222,86.5942,768.7059
2026-08-01 10:03:00,122.6435,86.7838,759.1461
2026-08-01 10:03:30,121.6262,86.8688,763.2419
2026-08-01 10:04:00,122.6924,86.6443,780.4971
2026-08-01 10:04:30,121.8290,86.1125,775.5084
2026-08-01 10:05:00,122.8005,86.9695,779.0590
2026-08-01 10:05:30,121.8428,86.0788,762.5412
2026-08-01 10:06:00,122.7376,86.7464,778.8920
2026-08-01 10:06:30,122.9172,86.9922,766.7861
2026-08-01 10:07:00,122.4176,86.3944,764.1640
2026-08-01 10:07:30,122.4543,86.3670,783.4583
2026-08-01 10:08:00,123.2299,86.4199,772.4576
